,phrase,sentiment_values
348,A marvel like none you've seen .,3
349,"With tightly organized efficiency , numerous flashbacks and a constant edge of tension , Miller's film is one of 2002's involvingly adult surprises .",3
350,"Mr. Tsai is a very original artist in his medium , and What Time Is It There ?",4
351,should be seen at the very least for its spasms of absurdist humor .,2
352,Writer\/director Mark Romanek spotlights the underlying caste system in America .,2
353,It's a scathing portrayal .,2
354,"This is a good script , good dialogue , funny even for adults .",4
355,The characters are interesting and often very creatively constructed from figure to backstory .,4
356,The film will play equally well on both the standard and giant screens .,3
357,"Moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not .",3
358,"Not a film to rival To Live , but a fine little amuse-bouche to keep your appetite whetted .",2
359,True tale of courage -- and complicity -- at Auschwitz is a harrowing drama that tries to tell of the unspeakable .,3
360,"Gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive .",3
361,"MacDowell , whose wifty Southern charm has anchored lighter affairs ... brings an absolutely riveting conviction to her role .",3
362,What Time Is It There ?,2
363,is not easy .,2
364,"It haunts you , you can't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it .",3
365,"if you are an actor who can relate to the search for inner peace by dramatically depicting the lives of others onstage , then Esther's story is a compelling quest for truth .",3
366,"Although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching De Niro and Crystal having fun .",2
367,"Claude Chabrol has here a thriller without thrills , but that's okay .",2
368,"For movie lovers as well as opera lovers , Tosca is a real treat .",4
369,Unflinchingly bleak and desperate,1
370,Moretti's compelling anatomy of grief and the difficult process of adapting to loss .,1
371,"Challenging , intermittently engrossing and unflaggingly creative .",4
372,But it's too long and too convoluted and it ends in a muddle .,0
373,"The vivid lead performances sustain interest and empathy , but the journey is far more interesting than the final destination .",3
374,A painfully funny ode to bad behavior .,3
375,` Easily my choice for one of the year's best films . ',4
376,"Charles ' entertaining film chronicles Seinfeld's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic Adams ' attempts to get his shot at the big time .",3
377,"That dogged good will of the parents and ` vain ' Jia's defoliation of ego , make the film touching despite some doldrums .",3
378,"The movie is for fans who can't stop loving anime , and the fanatical excess built into it .",2
379,"The volatile dynamics of female friendship is the subject of this unhurried , low-key film that is so off-Hollywood that it seems positively French in its rhythms and resonance .",3
380,"A densely constructed , highly referential film , and an audacious return to form that can comfortably sit among Jean-Luc Godard's finest work .",4
381,Michael Gerbosi's script is economically packed with telling scenes .,4
382,A strangely compelling and brilliantly acted psychological drama .,4
383,Candid and comfortable ; a film that deftly balances action and reflection as it lets you grasp and feel the passion others have for their work .,4
384,"Open-minded kids -- kids who read , kids who dream -- will be comforted by the way it deals with big issues like death and destiny .",2
385,"Bennett's naturalistic performance speaks volumes more truth than any ` reality ' show , and anybody contemplating their own drastic life changes should watch Some Body first .",4
386,"... a good , if not entirely fresh , look at war .",2
387,"The film is powerful , accessible and funny .",4
388,"You won't miss its messages , but you'll be entertained as well .",2
389,If you dig on David Mamet's mind tricks ... rent this movie and enjoy !,4
390,The primitive force of this film seems to bubble up from the vast collective memory of the combatants .,3
391,It's like watching a nightmare made flesh .,0
392,"It is the sheer , selfish , wound-licking , bar-scrapping doggedness of Leon's struggle to face and transmute his demons that makes the movie a spirited and touching occasion , despite its patchy construction .",2
393,"A gorgeous , high-spirited musical from India that exquisitely blends music , dance , song , and high drama .",4
394,It's hard to imagine Alan Arkin being better than he is in this performance .,3
395,"For those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half .",4
396,"Despite the 2-D animation , The Wild Thornberrys Movie makes for a surprisingly cinematic experience .",3
397,"... a fun little timewaster , helped especially by the cool presence of Jean Reno .",3
398,"Though only 60 minutes long , the film is packed with information and impressions .",3
399,"I have no way of knowing exactly how much is exaggeration , but I've got a creepy feeling that the film is closer to the mark than I want to believe .",2
400,"Immersing us in the endlessly inventive , fiercely competitive world of hip-hop DJs , the project is sensational and revelatory , even if scratching makes you itch .",3
401,"Further proof that the epicenter of cool , beautiful , thought-provoking foreign cinema is smack-dab in the middle of Dubya's Axis of Evil .",3
402,"There's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",3
